"effectID","coder","Authors","documentType","document PY","document title","abstract","StudyYear","ExclusionReasonLSR","Notes_ExclusionReasonLSR","page","EffectNumber","statistical_technique","dependent_variable","study_design","coefficient","effect_direction","coefficient_sd","coefficient_sd_type","Notes: Coefficient","baselineConsumption","Notes_baselineConsumption","PercentageChange","control_mean","control_sample_size","control_sd","treated_mean","treatment_sample_size","treated_sd","total_sample_size","diff_mean","uncertaintyMeasuresMissing","pooled_sd","p_value","significance_bound","significance_test","test_statistic","effect test_tails","Notes: Difference of means","Notes: Sample size","Notes: Doc level","Notes: Significance","Notes: Uncertainty","controls Electricity use","controls Energy prices","controls Environmental attitudes","controls HH controls (demographics)","controls None - base model","controls Residence controls","controls Seasonal controls","controls Weather controls","geographic_scope","geographic_location","Notes: Study scope","city","state","country","Randomisation method","smart_metering","randomisation_dummy","Opt_in_out","outOfSampleBias","reportingBiases","Notes_Biases","interventionDuration","interventionTreatmentPeriod","Notes_interventionDuration","interventionFollowup","framing_unit","medium","informationFrequency","Awareness Campaign","Bills","Commitment strategies","Competition","Critical Peak Pricing","Dynamic Pricing","Gamification","Goal Setting","Historical","Home audits","Home Energy Report","In home display","Injunctive Norm / Social Norm","Moral suasion","Peak Load Pricing","peer comparison","Real-time Pricing","Rewards","tips","ToU","AdditionalIntervention","Smart Metering","Notes_interventionType","multicoded","EffectSizeExclusion","EffectSizeExlusionReason","issuesToResolve","issuesResolvedDoubleChecking","knownUnresolvableIssues","dateCodingCompleted","control","documentID","r_coefficient","smd1","smd2","smd","zi","var_r1","var_r2","var_r","var_smd","vi","ConfounderPossibility","ConfounderAll","ConfounderJustifiedOmission","ConfounderAccuracy","ConfounderAnalysis","SampleExchangeability","SampleExclusion","SampleGroupComparability","SampleGroupDifferenceIntervention","SampleBiasAdjustment","AwareofStudy","DataSelective","DataSubgroups","DataCausal","StatsRecording","StatsDescriptiveError","StatsInferentialError","StatsInferentialViolation","cat_criterion1","cat_criterion2","cat_criterion5","cat_criterion6","cat_criterion7","randomisation_level","ElectricityUse","ElectricityPrice","EnvironmentAttitudes","HouseholdType","ResidenceType","Season","Weather","Region","StatsMethod","StudyDesign","Control","BaselineConsumption","InterventionDuration","Randomisation","After2000","Followup","Geographic_Scope","InterventionID","cat_criteria_sum"
"23-224-1",NA,"Byrne, DP; La Nauze, A; Martin, LA",NA,2018,"Tell Me Something I Don't Already Know: Informedness and the Impact of Information Programs","We document how imperfect information generates heterogeneous effects in information treatments with personalized high-frequency feedback and peer comparisons. In our field experiment in retail electricity, we find that high- and low-energy users symmetrically underestimate and overestimate their relative energy use pretreatment. Responses to personalized feedback, however, are asymmetric. Households that overestimate their relative use and low users both respond by consuming more. These boomerang effects provide evidence that peer-comparison information programs, even those coupled with normative comparisons, are not guaranteed to lead to increases in prosocial behavior.",2018,NA,NA,"39",1,"Time & Household Fixed effects regression","Percent change in electricity consumption","Difference in Difference",0.31,1,0.9,"clustered standard errors",NA,NA,NA,0.31,NA,892,NA,NA,1531,NA,2423,NA,NA,NA,0.7389,"3","t-test",0.333,"2",NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"City","Melbourne, Australia",NA,NA,"Melbourne","Australia","Not randomized",NA,"No","Yes",NA,NA,NA,"48",NA,NA,"no","Energy (kWh)","mail, webportal","weekly",0,0,0,NA,0,0,0,0,1,0,0,1,NA,0,0,1,0,0,0,0,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,"23-224",-0.00676484092891236,NA,NA,-0.0135299914483585,-0.00676494412504849,0.000412844127146438,0.81,0.000412844127146438,0.00177428187294784,0.000413223140495868,"Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","1","1","1","1","1","not randomised",0,0,0,0,0,0,"0","Oceania","PanelEffects","DID",1,NA,"48","No","After",1,"Macro",354,"low"
"23-225-1",NA,"Carroll, J; Lyons, S; Denny, E",NA,2014,"Reducing household electricity demand through smart metering: The role of improved information about energy saving","The international roll out of residential smart meters has increased considerably in recent years. The improved consumption feedback provided, and in particular, the installation of in-house displays, has been shown to significantly reduce residential electricity demand in some international trials. This paper attempts to uncover the underlying drivers of such information-led reductions by exploring two research questions. First, does feedback improve a household's stock of information about potential energy reducing behaviours? And second, do improvements in such information help explain the demand reductions associated with the introduction of smart metering and time-of-use tariffs? Data is from a randomised controlled smart metering trial (Ireland) which also collected extensive information on household attitudes towards energy conservation and self-reported stocks of information related to energy saving. As with previous results in Ireland, we find that participation in a smart metering programme with time-of-use tariffs significantly reduces demand. Although treated households also increased their selfreported energy-reducing information, such improvements are not correlated with demand reductions in the short-run. Given this result, it is possible that feedback and other information provided in the context of smart metering are mainly effective in reducing and shifting demand because they act as a reminder and motivator. (C)2014 Elsevier B.V. All rights reserved.",2014,NA,NA,"-999",1,"Household Fixed effects regression","Reduction in HH energy consumption over base kwh","Difference in Difference",60.333,-1,21.33,"-999",NA,"2046",NA,2.948826979,NA,758,NA,NA,672,NA,2722,NA,NA,NA,0.001,"3","t-test",2.828,"2",NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"Country","Ireland",NA,NA,NA,"Ireland","Household level",NA,"Yes","No",NA,NA,NA,"78","52",NA,"no","Energy (kWh)","mail","monthly",0,0,0,NA,0,0,0,0,1,0,1,0,NA,0,0,1,0,0,1,1,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,"23-225",0.0541250454160546,NA,NA,0.10840900049666,0.0541779919895527,0.000365361830579942,454.9689,0.000365361830579942,0.00281146572153188,0.000367782272894446,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","1","2","3","3","2","household",0,0,0,0,0,0,"0","Europe excl. UK","PanelEffects","DID",1,"2046","78","Yes","After",1,"Macro",355,"high"
"23-225-2",NA,"Carroll, J; Lyons, S; Denny, E",NA,2014,"Reducing household electricity demand through smart metering: The role of improved information about energy saving","The international roll out of residential smart meters has increased considerably in recent years. The improved consumption feedback provided, and in particular, the installation of in-house displays, has been shown to significantly reduce residential electricity demand in some international trials. This paper attempts to uncover the underlying drivers of such information-led reductions by exploring two research questions. First, does feedback improve a household's stock of information about potential energy reducing behaviours? And second, do improvements in such information help explain the demand reductions associated with the introduction of smart metering and time-of-use tariffs? Data is from a randomised controlled smart metering trial (Ireland) which also collected extensive information on household attitudes towards energy conservation and self-reported stocks of information related to energy saving. As with previous results in Ireland, we find that participation in a smart metering programme with time-of-use tariffs significantly reduces demand. Although treated households also increased their selfreported energy-reducing information, such improvements are not correlated with demand reductions in the short-run. Given this result, it is possible that feedback and other information provided in the context of smart metering are mainly effective in reducing and shifting demand because they act as a reminder and motivator. (C)2014 Elsevier B.V. All rights reserved.",2014,NA,NA,"-999",2,"Household Fixed effects regression","Reduction in HH energy consumption over base kwh","Difference in Difference",43.033,-1,21.648,"-999",NA,"2046",NA,2.103274682,NA,758,NA,NA,636,NA,2722,NA,NA,NA,0.05,"1","t-test",1.987,"2",NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"Country","Ireland",NA,NA,NA,"Ireland","Household level",NA,"Yes","No",NA,NA,NA,"78","52",NA,"no","Energy (kWh)","inhomedisplay","continuous (on-demand)",0,0,0,NA,0,0,0,0,1,0,1,1,NA,0,0,1,0,0,1,1,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,"23-225",0.0380573960783985,NA,NA,0.0761699731212387,0.0380757857338608,0.000366448131925683,468.635904,0.000366448131925683,0.0028936692709468,0.000367782272894446,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","1","2","3","3","2","household",0,0,0,0,0,0,"0","Europe excl. UK","PanelEffects","DID",1,"2046","78","Yes","After",1,"Macro",356,"high"
"23-225-3",NA,"Carroll, J; Lyons, S; Denny, E",NA,2014,"Reducing household electricity demand through smart metering: The role of improved information about energy saving","The international roll out of residential smart meters has increased considerably in recent years. The improved consumption feedback provided, and in particular, the installation of in-house displays, has been shown to significantly reduce residential electricity demand in some international trials. This paper attempts to uncover the underlying drivers of such information-led reductions by exploring two research questions. First, does feedback improve a household's stock of information about potential energy reducing behaviours? And second, do improvements in such information help explain the demand reductions associated with the introduction of smart metering and time-of-use tariffs? Data is from a randomised controlled smart metering trial (Ireland) which also collected extensive information on household attitudes towards energy conservation and self-reported stocks of information related to energy saving. As with previous results in Ireland, we find that participation in a smart metering programme with time-of-use tariffs significantly reduces demand. Although treated households also increased their selfreported energy-reducing information, such improvements are not correlated with demand reductions in the short-run. Given this result, it is possible that feedback and other information provided in the context of smart metering are mainly effective in reducing and shifting demand because they act as a reminder and motivator. (C)2014 Elsevier B.V. All rights reserved.",2014,NA,NA,"-999",3,"Household Fixed effects regression","Reduction in HH energy consumption over base kwh","Difference in Difference",7.127,-1,21.467,"-999",NA,"2046",NA,0.348338221,NA,758,NA,NA,656,NA,2722,NA,NA,NA,0.1,"2","t-test",0.331,"2",NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,"Country","Ireland",NA,NA,NA,"Ireland","Household level",NA,"Yes","No",NA,NA,NA,"78","52",NA,"no","Energy (kWh)","mail","monthly",0,0,0,NA,0,0,0,0,1,0,1,0,NA,0,0,1,0,0,1,1,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,"23-225",0.00634417557105596,NA,NA,0.0126886064937745,0.00634426068776293,0.000367482361077763,460.832089,0.000367482361077763,0.00284370838857564,0.000367782272894446,"Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","1","2","3","3","2","household",0,0,0,0,0,0,"0","Europe excl. UK","PanelEffects","DID",1,"2046","78","Yes","After",1,"Macro",357,"high"
"23-226-1",NA,"Casals, M; Gangolells, M; Macarulla, M; Forcada, N; Fuertes, A; Jones, RV",NA,2020,"Assessing the effectiveness of gamification in reducing domestic energy consumption: Lessons learned from the EnerGAware project","The application of gamification to encourage energy conservation behaviour in house occupants is an emerging field of research. However, empirical evidence of its effectiveness is lacking. This paper presents lessons learnt from the EU-funded EnerGAware research project, in which an innovative serious game (a game designed for purposes other than purely entertainment) was developed to promote reduced energy consumption and carbon emissions by changing social housing tenants' energy efficiency behaviour. The game was validated in a sample of European social housing using a longitudinal, two-stage experimental design, employing both pre-post and control group approaches. While some aspects of the game did not work as intended, there were nevertheless some positive impacts. The intervention increased social housing tenants' awareness and engagement in certain energy saving behaviour and provided an average electricity saving of 3.46% and an average gas saving of 7.48%. Although savings were found not to be statistically significant, an effect size was detected (0.2). Therefore, future steps should exploit all available opportunities to replicate the pilot and increase the sample size so as to gain stronger evidence of the game's impact. Preliminary results support the utility of gaming investment in the household energy efficiency field, and provide useful insights and pathways that could be incorporated into the development of future serious game interventions to foster their effectiveness. (C) 2019 The Authors. Published by Elsevier B.V.",2020,NA,NA,"10",1,"Difference of means","Percent change in electricity consumption","Difference in Difference",NA,-1,NA,"-999",NA,"3314",NA,3.14,0.0168,44,0.2868,-0.0146,44,0.135,88,0.0314,NA,0.224141964,NA,"1","t-test",NA,"2",NA,NA,"in list of duplicates - but seems to not have been coded already
",NA,NA,0,0,0,0,0,0,0,1,"City","Plymouth, Devon, England",NA,"Plymouth","Devon","UK","household level",NA,"Yes","Yes",NA,NA,NA,"109","48",NA,"no","Savings","webportal","continuous (on-demand)",0,0,0,NA,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,1,0,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,"23-226",0.069873693045286,0.140089787024441,NA,0.140089787024441,0.0699877428750446,0.011382289324319,NA,0.011382289324319,0.0455660519797077,0.0117647058823529,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","1","2","3","3","3","household",0,0,0,0,0,0,"1","United Kingdom","MeansDifferences","DID",1,"3314","109","Yes","After",1,"Macro",358,"high"
"23-226-2",NA,"Casals, M; Gangolells, M; Macarulla, M; Forcada, N; Fuertes, A; Jones, RV",NA,2020,"Assessing the effectiveness of gamification in reducing domestic energy consumption: Lessons learned from the EnerGAware project","The application of gamification to encourage energy conservation behaviour in house occupants is an emerging field of research. However, empirical evidence of its effectiveness is lacking. This paper presents lessons learnt from the EU-funded EnerGAware research project, in which an innovative serious game (a game designed for purposes other than purely entertainment) was developed to promote reduced energy consumption and carbon emissions by changing social housing tenants' energy efficiency behaviour. The game was validated in a sample of European social housing using a longitudinal, two-stage experimental design, employing both pre-post and control group approaches. While some aspects of the game did not work as intended, there were nevertheless some positive impacts. The intervention increased social housing tenants' awareness and engagement in certain energy saving behaviour and provided an average electricity saving of 3.46% and an average gas saving of 7.48%. Although savings were found not to be statistically significant, an effect size was detected (0.2). Therefore, future steps should exploit all available opportunities to replicate the pilot and increase the sample size so as to gain stronger evidence of the game's impact. Preliminary results support the utility of gaming investment in the household energy efficiency field, and provide useful insights and pathways that could be incorporated into the development of future serious game interventions to foster their effectiveness. (C) 2019 The Authors. Published by Elsevier B.V.",2020,NA,NA,"10",2,"Difference of means","percentage change in gas consumption","Difference in Difference",NA,-1,NA,"-999",NA,"5147",NA,3.88,0.0115,44,0.5953,-0.0273,44,0.2463,88,0.0388,NA,0.455546803,NA,"1","t-test",NA,"2",NA,NA,"in list of duplicates - but seems to not have been coded already
",NA,NA,0,0,0,0,0,0,0,1,"City","Plymouth, Devon, England",NA,"Plymouth","Devon","UK","household level",NA,"Yes","Yes",NA,NA,NA,"109","48",NA,"no","Savings",NA,"continuous (on-demand)",0,0,0,NA,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,1,0,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,"23-226",0.0425476197144381,0.0851723681177936,NA,0.0851723681177936,0.0425733222890274,0.0114526744517144,NA,0.0114526744517144,0.0454957632516522,0.0117647058823529,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","1","2","3","3","3","household",0,0,0,0,0,0,"1","United Kingdom","MeansDifferences","DID",1,"5147","109","Yes","After",1,"Macro",359,"high"
"23-226-3",NA,"Casals, M; Gangolells, M; Macarulla, M; Forcada, N; Fuertes, A; Jones, RV",NA,2020,"Assessing the effectiveness of gamification in reducing domestic energy consumption: Lessons learned from the EnerGAware project","The application of gamification to encourage energy conservation behaviour in house occupants is an emerging field of research. However, empirical evidence of its effectiveness is lacking. This paper presents lessons learnt from the EU-funded EnerGAware research project, in which an innovative serious game (a game designed for purposes other than purely entertainment) was developed to promote reduced energy consumption and carbon emissions by changing social housing tenants' energy efficiency behaviour. The game was validated in a sample of European social housing using a longitudinal, two-stage experimental design, employing both pre-post and control group approaches. While some aspects of the game did not work as intended, there were nevertheless some positive impacts. The intervention increased social housing tenants' awareness and engagement in certain energy saving behaviour and provided an average electricity saving of 3.46% and an average gas saving of 7.48%. Although savings were found not to be statistically significant, an effect size was detected (0.2). Therefore, future steps should exploit all available opportunities to replicate the pilot and increase the sample size so as to gain stronger evidence of the game's impact. Preliminary results support the utility of gaming investment in the household energy efficiency field, and provide useful insights and pathways that could be incorporated into the development of future serious game interventions to foster their effectiveness. (C) 2019 The Authors. Published by Elsevier B.V.",2020,NA,NA,"10",3,"Difference of means","percentage change in gas consumption","Difference in Difference",NA,-1,NA,"-999",NA,"5147",NA,8.63,0.0115,44,0.5953,-0.0748,44,0.1405,88,0.0863,NA,0.432505688,NA,"1","t-test",NA,"2",NA,NA,"in list of duplicates - but seems to not have been coded already
",NA,NA,0,0,0,0,0,0,0,1,"City","Plymouth, Devon, England",NA,"Plymouth","Devon","UK","household level",NA,"Yes","Yes",NA,NA,NA,"109","48",NA,"no","Savings","webportal","continuous (on-demand)",0,0,0,NA,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,1,0,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,"23-226",0.0992746299503136,0.199534948081423,NA,0.199534948081423,0.0996027042606633,0.0112688071911905,NA,0.0112688071911905,0.0456807624744651,0.0117647058823529,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","1","2","3","3","3","household",0,0,0,0,0,0,"1","United Kingdom","MeansDifferences","DID",1,"5147","109","Yes","After",1,"Macro",360,"high"
"23-226-4",NA,"Casals, M; Gangolells, M; Macarulla, M; Forcada, N; Fuertes, A; Jones, RV",NA,2020,"Assessing the effectiveness of gamification in reducing domestic energy consumption: Lessons learned from the EnerGAware project","The application of gamification to encourage energy conservation behaviour in house occupants is an emerging field of research. However, empirical evidence of its effectiveness is lacking. This paper presents lessons learnt from the EU-funded EnerGAware research project, in which an innovative serious game (a game designed for purposes other than purely entertainment) was developed to promote reduced energy consumption and carbon emissions by changing social housing tenants' energy efficiency behaviour. The game was validated in a sample of European social housing using a longitudinal, two-stage experimental design, employing both pre-post and control group approaches. While some aspects of the game did not work as intended, there were nevertheless some positive impacts. The intervention increased social housing tenants' awareness and engagement in certain energy saving behaviour and provided an average electricity saving of 3.46% and an average gas saving of 7.48%. Although savings were found not to be statistically significant, an effect size was detected (0.2). Therefore, future steps should exploit all available opportunities to replicate the pilot and increase the sample size so as to gain stronger evidence of the game's impact. Preliminary results support the utility of gaming investment in the household energy efficiency field, and provide useful insights and pathways that could be incorporated into the development of future serious game interventions to foster their effectiveness. (C) 2019 The Authors. Published by Elsevier B.V.",2020,NA,NA,"10",4,"Difference of means","Percent change in electricity consumption","Difference in Difference",NA,-1,NA,"-999",NA,"3314",NA,5.14,0.0168,44,0.2868,-0.0346,18,0.1317,88,0.0514,NA,0.252711807,NA,"1","t-test",NA,"2",NA,NA,"in list of duplicates - but seems to not have been coded already
",NA,NA,0,0,0,0,0,0,0,1,"City","Plymouth, Devon, England",NA,"Plymouth","Devon","UK","household level",NA,"Yes","Yes",NA,NA,NA,"109","48",NA,"no","Savings","webportal","continuous (on-demand)",0,0,0,NA,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,1,0,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,"23-226",0.101175027748181,0.2033937417099,NA,0.2033937417099,0.101522385893049,0.0112601380588915,NA,0.0112601380588915,0.0786164493648182,0.0117647058823529,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","1","2","3","3","3","household",0,0,0,0,0,0,"1","United Kingdom","MeansDifferences","DID",1,"3314","109","Yes","After",1,"Macro",361,"high"
"23-227-1",NA,"Chen, VL; Delmas, MA; Locke, SL; Singh, A",NA,2017,"Information strategies for energy conservation: A field experiment in India","Little is known about the effectiveness of information strategies on energy conservation in developing countries. In this study, we conduct a field experiment in an apartment complex in India to test how information about electricity usage impacts the electricity consumption of urban middle class households. Our results, based on fifteen-minute electricity readings over an academic year, show that non-monetary messages that framed electricity consumption in terms of environmental and health impacts were more effective than messages emphasizing the monetary savings of reducing electricity consumption. Households in the environmental/health group accessed the online energy-monitoring dashboard more frequently and reduced their electricity usage by 18.4% relative to the control group. Households in the monetary group did not significantly alter their usage. These results about revealed preferences are contrasted with stated preferences disclosed in a survey of urban Indians who describe money, not health, as the main motivation for energy conservation. Our findings have important implications for the development non-monetary strategies for energy conservation in developing countries. (C) 2017 Elsevier B.V. All rights reserved.",2017,NA,NA,"221",1,"Time & Household Fixed effects regression","ln daily kwh consumption","Difference in Difference",0.0394,-1,0.14,"robust standard error",NA,"3264",NA,3.94,NA,7,NA,NA,12,NA,19,NA,NA,NA,0.7784,"3","t-test",0.2814,"2",NA,NA,"Unbalanced panel estimated with household- and time-fixed effects. Problems in determining the total periods of tiime T as data is randomly missing for some periods in the panel. (H); (mutlicoded: doublecode if time allows it - practice set)",NA,NA,0,0,0,0,0,0,0,1,"City","Delhi, India",NA,NA,"Delhi","India","Household level randomization",NA,"Yes","Yes",NA,NA,NA,"36","12",NA,"no","Savings","mail, webportal","continuous (on-demand)",0,0,0,NA,0,0,0,0,1,0,0,0,NA,0,0,1,0,0,0,0,NA,NA,NA,"multi",NA,NA,NA,NA,NA,NA,NA,"23-227",0.064423478806612,NA,NA,0.129115175022352,0.0645128288197633,0.0550953586916342,0.0196,0.0550953586916342,0.226629179569978,0.0625,"Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","1","1","2","3","3","household",0,0,0,0,0,0,"1","Asia","PanelEffects","DID",1,"3264","36","Yes","After",1,"Macro",362,"medium"
"23-227-2",NA,"Chen, VL; Delmas, MA; Locke, SL; Singh, A",NA,2017,"Information strategies for energy conservation: A field experiment in India","Little is known about the effectiveness of information strategies on energy conservation in developing countries. In this study, we conduct a field experiment in an apartment complex in India to test how information about electricity usage impacts the electricity consumption of urban middle class households. Our results, based on fifteen-minute electricity readings over an academic year, show that non-monetary messages that framed electricity consumption in terms of environmental and health impacts were more effective than messages emphasizing the monetary savings of reducing electricity consumption. Households in the environmental/health group accessed the online energy-monitoring dashboard more frequently and reduced their electricity usage by 18.4% relative to the control group. Households in the monetary group did not significantly alter their usage. These results about revealed preferences are contrasted with stated preferences disclosed in a survey of urban Indians who describe money, not health, as the main motivation for energy conservation. Our findings have important implications for the development non-monetary strategies for energy conservation in developing countries. (C) 2017 Elsevier B.V. All rights reserved.",2017,NA,NA,"221",2,"Time & Household Fixed effects regression","ln daily kwh consumption","Difference in Difference",0.113,-1,0.127,"robust standard error",NA,"3264",NA,11.3,NA,7,NA,NA,12,NA,19,NA,NA,NA,0.374,"3","t-test",0.889,"2",NA,NA,"Unbalanced panel estimated with household- and time-fixed effects. Problems in determining the total periods of tiime T as data is randomly missing for some periods in the panel. (H); (mutlicoded: doublecode if time allows it - practice set)",NA,NA,0,0,0,0,0,0,0,1,"City","Delhi, India",NA,NA,"Delhi","India","Household level randomization",NA,"Yes","Yes",NA,NA,NA,"36","12",NA,"no","Other ecological","mail, webportal","continuous (on-demand)",0,0,0,NA,0,0,0,0,1,0,0,0,NA,0,0,1,0,0,0,0,NA,NA,NA,"multi",NA,NA,NA,NA,NA,NA,NA,"23-227",0.199836742482378,NA,NA,0.407901174821859,0.202562499922131,0.0512069630478191,0.016129,0.0512069630478191,0.230568985885767,0.0625,"Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","1","1","2","3","3","household",0,0,0,0,0,0,"1","Asia","PanelEffects","DID",1,"3264","36","Yes","After",1,"Macro",363,"medium"
"23-227-3",NA,"Chen, VL; Delmas, MA; Locke, SL; Singh, A",NA,2017,"Information strategies for energy conservation: A field experiment in India","Little is known about the effectiveness of information strategies on energy conservation in developing countries. In this study, we conduct a field experiment in an apartment complex in India to test how information about electricity usage impacts the electricity consumption of urban middle class households. Our results, based on fifteen-minute electricity readings over an academic year, show that non-monetary messages that framed electricity consumption in terms of environmental and health impacts were more effective than messages emphasizing the monetary savings of reducing electricity consumption. Households in the environmental/health group accessed the online energy-monitoring dashboard more frequently and reduced their electricity usage by 18.4% relative to the control group. Households in the monetary group did not significantly alter their usage. These results about revealed preferences are contrasted with stated preferences disclosed in a survey of urban Indians who describe money, not health, as the main motivation for energy conservation. Our findings have important implications for the development non-monetary strategies for energy conservation in developing countries. (C) 2017 Elsevier B.V. All rights reserved.",2017,NA,NA,"221",3,"Time & Household Fixed effects regression","Ln 30 min electricity usage","Difference in Difference",0.0445,-1,0.0258,"robust standard error",NA,"3264",NA,4.45,NA,7,NA,NA,12,NA,19,NA,NA,NA,0.0847,"3","t-test",1.724,"2",NA,NA,"Unbalanced panel estimated with household- and time-fixed effects. Problems in determining the total periods of tiime T as data is randomly missing for some periods in the panel. (H); (mutlicoded: doublecode if time allows it - practice set)",NA,NA,0,0,0,0,0,0,0,1,"City","Delhi, India",NA,NA,"Delhi","India","Household level randomization",NA,"Yes","Yes",NA,NA,NA,"36","12",NA,"no","Savings","mail, webportal","continuous (on-demand)",0,0,0,NA,0,0,0,0,1,0,0,0,NA,0,0,1,0,0,0,0,NA,NA,NA,"multi",NA,NA,NA,NA,NA,NA,NA,"23-227",0.367790686036016,NA,NA,0.791025450385697,0.385865773448259,0.0415421106879243,0.00066564,0.0415421106879243,0.242656825220947,0.0625,"Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","1","1","2","3","3","household",0,0,0,0,0,0,"1","Asia","PanelEffects","DID",1,"3264","36","Yes","After",1,"Macro",364,"medium"
"23-227-4",NA,"Chen, VL; Delmas, MA; Locke, SL; Singh, A",NA,2017,"Information strategies for energy conservation: A field experiment in India","Little is known about the effectiveness of information strategies on energy conservation in developing countries. In this study, we conduct a field experiment in an apartment complex in India to test how information about electricity usage impacts the electricity consumption of urban middle class households. Our results, based on fifteen-minute electricity readings over an academic year, show that non-monetary messages that framed electricity consumption in terms of environmental and health impacts were more effective than messages emphasizing the monetary savings of reducing electricity consumption. Households in the environmental/health group accessed the online energy-monitoring dashboard more frequently and reduced their electricity usage by 18.4% relative to the control group. Households in the monetary group did not significantly alter their usage. These results about revealed preferences are contrasted with stated preferences disclosed in a survey of urban Indians who describe money, not health, as the main motivation for energy conservation. Our findings have important implications for the development non-monetary strategies for energy conservation in developing countries. (C) 2017 Elsevier B.V. All rights reserved.",2017,NA,NA,"221",4,"Time & Household Fixed effects regression","Ln 30 min electricity usage","Difference in Difference",0.151,-1,0.0289,"robust standard error",NA,"3264",NA,15.1,NA,7,NA,NA,12,NA,19,NA,NA,NA,1e-04,"3","t-test",5.224,"2",NA,NA,"Unbalanced panel estimated with household- and time-fixed effects. Problems in determining the total periods of tiime T as data is randomly missing for some periods in the panel. (H); (mutlicoded: doublecode if time allows it - practice set)",NA,NA,0,0,0,0,0,0,0,1,"City","Delhi, India",NA,NA,"Delhi","India","Household level randomization",NA,"Yes","Yes",NA,NA,NA,"36","12",NA,"no","Other ecological","mail, webportal","continuous (on-demand)",0,0,0,NA,0,0,0,0,1,0,0,0,NA,0,0,1,0,0,0,0,NA,NA,NA,"multi",NA,NA,NA,NA,NA,NA,NA,"23-227",0.767818818865082,NA,NA,2.39693558747963,1.01499186994003,0.00935959448325849,0.00083521,0.00935959448325849,0.3773825869938,0.0625,"Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","1","1","2","3","3","household",0,0,0,0,0,0,"1","Asia","PanelEffects","DID",1,"3264","36","Yes","After",1,"Macro",365,"medium"
